BOROUGH,BUILDING_CLASS,RESIDENTIAL_UNITS,LAND_SQUARE_FEET,GROSS_SQUARE_FEET,TAX_CLASS,SALE_PRICE,AGE,STORIES
BROOKLYN,TWO-FAMILY HOME,2,1522,2040,Class 1,210000,118.243272,1
BROOKLYN,TWO-FAMILY HOME,2,1307,1472,Class 1,300000,116.410395,1
BROOKLYN,TWO-FAMILY HOME,2,1280,1224,Class 1,875000,116.56108,1
BROOKLYN,TWO-FAMILY HOME,2,1353,1428,Class 1,300000,116.128203,1
BROOKLYN,TWO-FAMILY HOME,2,1498,3261,Class 1,585000,12.0871,2
BROOKLYN,TWO-FAMILY HOME,2,1267,1596,Class 1,463000,107.643272,1
BROOKLYN,TWO-FAMILY HOME,2,1550,1632,Class 1,820000,96.878881,1
BROOKLYN,TWO-FAMILY HOME,2,1550,2232,Class 1,450000,97.311758,1
BROOKLYN,OVER-THREE FAMILY HOME,3,1786,1824,Class 1,1225000,116.610395,1
BROOKLYN,OVER-THREE FAMILY HOME,3,2143,3500,Class 1,780000,117.955601,2
BROOKLYN,OVER-THREE FAMILY HOME,3,1150,2280,Class 1,1140000,10.328196,2
BROOKLYN,OVER-THREE FAMILY HOME,3,1779,3039,Class 1,850000,11.035046,2
BROOKLYN,OVER-THREE FAMILY HOME,3,2000,2700,Class 1,663899,116.448751,1
BROOKLYN,OVER-THREE FAMILY HOME,3,2000,2700,Class 1,725000,115.96656,1
BROOKLYN,OVER-THREE FAMILY HOME,3,1790,3300,Class 1,999000,96.843265,2
BROOKLYN,OVER-THREE FAMILY HOME,3,2300,3015,Class 1,1175000,118.278888,1
BROOKLYN,OVER-THREE FAMILY HOME,3,2144,3300,Class 1,835000,107.46245,2
BROOKLYN,OVER-THREE FAMILY HOME,3,2020,3015,Class 1,700000,118.733683,1
BROOKLYN,OVER-THREE FAMILY HOME,3,2555,3162,Class 1,800000,118.237792,1
BROOKLYN,OVER-THREE FAMILY HOME,3,1912,2955,Class 1,480000,117.818614,2
BROOKLYN,OVER-THREE FAMILY HOME,3,1600,2802,Class 1,820000,97.706279,2
BROOKLYN,OVER-THREE FAMILY HOME,3,1600,2802,Class 1,500000,97.440525,2
BROOKLYN,OVER-THREE FAMILY HOME,3,1600,2610,Class 1,625000,96.813128,2
BROOKLYN,OVER-THREE FAMILY HOME,3,2160,3300,Class 1,760000,97.522717,2
BROOKLYN,OVER-THREE FAMILY HOME,3,1440,3240,Class 1,857750,99.380251,2
BROOKLYN,OVER-THREE FAMILY HOME,3,2000,3225,Class 1,291000,10.980251,2
BROOKLYN,OVER-THREE FAMILY HOME,3,2500,3875,Class 1,999000,12.646005,2
BROOKLYN,OVER-THREE FAMILY HOME,3,2500,3875,Class 1,1100000,12.322717,2
BROOKLYN,OVER-THREE FAMILY HOME,3,1950,3219,Class 1,715000,117.799436,2
BROOKLYN,OVER-THREE FAMILY HOME,3,1500,2700,Class 1,1070000,115.799436,2
BROOKLYN,OVER-THREE FAMILY HOME,3,1750,2364,Class 1,1010000,118.56108,1
BROOKLYN,OVER-THREE FAMILY HOME,3,1950,2925,Class 1,980000,107.276149,2
BROOKLYN,OVER-THREE FAMILY HOME,3,1520,2565,Class 1,739388,115.85971,2
BROOKLYN,OVER-THREE FAMILY HOME,3,1897,2700,Class 1,993000,9.725457,1
BROOKLYN,OVER-THREE FAMILY HOME,3,2000,2700,Class 1,980000,106.799436,1
BROOKLYN,OVER-THREE FAMILY HOME,3,1800,2268,Class 1,990000,116.640532,1
BROOKLYN,OVER-THREE FAMILY HOME,3,1800,3024,Class 1,900000,116.503546,2
BROOKLYN,OVER-THREE FAMILY HOME,3,2000,2700,Class 1,899000,118.695327,1
BROOKLYN,OVER-THREE FAMILY HOME,3,2000,2700,Class 1,416000,107.393957,1
BROOKLYN,OVER-THREE FAMILY HOME,3,2000,2700,Class 1,997600,117.85971,1
BROOKLYN,OVER-THREE FAMILY HOME,3,2000,2400,Class 1,999500,97.580251,1
BROOKLYN,OVER-THREE FAMILY HOME,3,1875,2250,Class 1,790000,107.446012,1
BROOKLYN,OVER-THREE FAMILY HOME,3,2500,3900,Class 1,586000,10.843265,2
BROOKLYN,OVER-THREE FAMILY HOME,3,1675,2262,Class 1,795000,107.374779,1
BROOKLYN,OVER-THREE FAMILY HOME,3,1875,2250,Class 1,970000,118.130943,1
BROOKLYN,OVER-THREE FAMILY HOME,3,1500,2430,Class 1,798737,117.782998,2
BROOKLYN,OVER-THREE FAMILY HOME,3,1933,2565,Class 1,522300,116.322724,1
BROOKLYN,OVER-THREE FAMILY HOME,3,1875,2460,Class 1,1150000,107.248751,1
BROOKLYN,OVER-THREE FAMILY HOME,3,1800,2994,Class 1,850000,107.46245,2
BROOKLYN,OVER-THREE FAMILY HOME,3,1231,2383,Class 1,670000,11.856963,2
BROOKLYN,OVER-THREE FAMILY HOME,3,1628,2430,Class 1,550000,107.517245,1
BROOKLYN,OVER-THREE FAMILY HOME,3,1628,2430,Class 1,450000,107.273409,1
BROOKLYN,OVER-THREE FAMILY HOME,3,2000,2700,Class 1,855000,97.533676,1
BROOKLYN,OVER-THREE FAMILY HOME,3,2000,2700,Class 1,595000,97.177511,1
BROOKLYN,OVER-THREE FAMILY HOME,3,1894,3123,Class 1,525000,12.232306,2
BROOKLYN,OVER-THREE FAMILY HOME,3,1790,2700,Class 1,1220000,118.319984,2
BROOKLYN,OVER-THREE FAMILY HOME,3,1653,2565,Class 1,999500,116.015875,2
BROOKLYN,OVER-THREE FAMILY HOME,3,1710,2565,Class 1,1200000,107.328203,2
BROOKLYN,OVER-THREE FAMILY HOME,3,1537,2565,Class 1,990000,107.372039,2
BROOKLYN,OVER-THREE FAMILY HOME,4,2500,3601,Class 2,1000000,93.281621,1
BROOKLYN,OVER-THREE FAMILY HOME,2,1500,1575,Class 2,1070000,118.06519,1
BROOKLYN,TWO-FAMILY HOME,2,1620,1464,Class 1,770000,106.826834,1
BROOKLYN,TWO-FAMILY HOME,2,3000,2560,Class 1,1050000,87.015868,1
BROOKLYN,TWO-FAMILY HOME,2,2571,1660,Class 1,723500,97.078881,1
BROOKLYN,TWO-FAMILY HOME,2,3615,2472,Class 1,990000,87.169292,1
BROOKLYN,TWO-FAMILY HOME,2,2100,1624,Class 1,815000,107.240532,1
BROOKLYN,TWO-FAMILY HOME,2,4000,1700,Class 1,900000,116.303546,1
BROOKLYN,TWO-FAMILY HOME,2,2500,2600,Class 1,999000,92.550114,1
BROOKLYN,TWO-FAMILY HOME,2,2667,2147,Class 1,868500,92.221347,1
BROOKLYN,TWO-FAMILY HOME,2,2667,1954,Class 1,900000,92.525457,1
BROOKLYN,TWO-FAMILY HOME,2,3000,1495,Class 1,865000,112.125464,1
BROOKLYN,TWO-FAMILY HOME,2,1800,2616,Class 1,810000,92.221347,1
BROOKLYN,TWO-FAMILY HOME,2,3000,1854,Class 1,940000,102.330936,1
BROOKLYN,TWO-FAMILY HOME,2,2400,2271,Class 1,998000,118.298066,1
BROOKLYN,TWO-FAMILY HOME,2,3013,2480,Class 1,995000,92.265183,1
BROOKLYN,TWO-FAMILY HOME,2,2500,2015,Class 1,999000,82.215868,1
BROOKLYN,TWO-FAMILY HOME,2,3339,1892,Class 1,700000,116.429573,1
BROOKLYN,TWO-FAMILY HOME,2,1640,1264,Class 1,860500,96.925457,1
BROOKLYN,TWO-FAMILY HOME,2,2165,1120,Class 1,940000,97.654224,1
BROOKLYN,TWO-FAMILY HOME,2,1584,2286,Class 1,830000,92.262443,1
BROOKLYN,TWO-FAMILY HOME,2,2500,1928,Class 1,1080000,96.774772,1
BROOKLYN,TWO-FAMILY HOME,2,2050,2624,Class 1,1175000,86.761073,1
BROOKLYN,TWO-FAMILY HOME,2,2750,2480,Class 1,1200000,92.648744,1
BROOKLYN,TWO-FAMILY HOME,2,3000,2552,Class 1,275000,92.456963,1
BROOKLYN,TWO-FAMILY HOME,2,2750,2640,Class 1,950000,87.341895,1
BROOKLYN,TWO-FAMILY HOME,2,2000,1680,Class 1,700000,87.215868,1
BROOKLYN,TWO-FAMILY HOME,2,2400,2400,Class 1,1188000,87.032306,1
BROOKLYN,TWO-FAMILY HOME,2,4000,2204,Class 1,995000,107.122724,1
BROOKLYN,TWO-FAMILY HOME,2,2260,1808,Class 1,900000,87.396689,1
BROOKLYN,TWO-FAMILY HOME,2,3000,2440,Class 1,1100000,91.728196,1
BROOKLYN,TWO-FAMILY HOME,2,2825,2600,Class 1,990000,96.925457,1
BROOKLYN,TWO-FAMILY HOME,2,2000,1400,Class 1,576000,102.536416,1
BROOKLYN,OVER-THREE FAMILY HOME,3,2700,2402,Class 1,800000,87.380251,1
BROOKLYN,OVER-THREE FAMILY HOME,3,2600,2351,Class 1,1020000,87.010388,1
BROOKLYN,OVER-THREE FAMILY HOME,3,2500,2351,Class 1,1100000,86.755594,1
BROOKLYN,OVER-THREE FAMILY HOME,3,2400,2867,Class 1,400000,106.856971,1
BROOKLYN,OVER-THREE FAMILY HOME,3,2500,3700,Class 1,600000,57.046005,1
BROOKLYN,OVER-THREE FAMILY HOME,3,2279,3344,Class 1,1180000,86.525457,1
BROOKLYN,OVER-THREE FAMILY HOME,4,2000,2800,Class 2,400000,87.013128,1
BROOKLYN,OVER-THREE FAMILY HOME,4,2400,3340,Class 2,1350000,86.410388,1
BROOKLYN,OVER-THREE FAMILY HOME,4,2750,3120,Class 2,805000,86.722717,1
BROOKLYN,OVER-THREE FAMILY HOME,4,2542,3120,Class 2,450000,86.484361,1
BROOKLYN,OVER-THREE FAMILY HOME,4,2968,3100,Class 2,1450000,92.4871,1
BROOKLYN,TWO-FAMILY HOME,2,2565,1512,Class 1,936000,92.240525,1
BROOKLYN,TWO-FAMILY HOME,2,2200,1332,Class 1,185000,97.059703,1
BROOKLYN,TWO-FAMILY HOME,2,2881,1796,Class 1,350000,97.446005,1
BROOKLYN,TWO-FAMILY HOME,2,1640,1980,Class 1,625000,97.415868,1
BROOKLYN,TWO-FAMILY HOME,2,2067,2944,Class 1,950000,96.766553,1
BROOKLYN,TWO-FAMILY HOME,2,2000,3120,Class 1,895000,96.807648,2
BROOKLYN,TWO-FAMILY HOME,2,1975,1440,Class 1,850000,87.180251,1
BROOKLYN,TWO-FAMILY HOME,2,2000,1696,Class 1,925000,97.018607,1
BROOKLYN,TWO-FAMILY HOME,2,2433,2163,Class 1,1225000,62.054224,1
BROOKLYN,TWO-FAMILY HOME,2,1800,1863,Class 1,920000,77.141895,1
BROOKLYN,TWO-FAMILY HOME,2,2000,2784,Class 1,999999,87.544635,1
BROOKLYN,TWO-FAMILY HOME,2,4000,1440,Class 1,835000,91.730936,1
BROOKLYN,TWO-FAMILY HOME,2,2017,2112,Class 1,800000,67.443265,1
BROOKLYN,TWO-FAMILY HOME,2,2000,2235,Class 1,700000,56.89258,1
BROOKLYN,TWO-FAMILY HOME,2,2000,2340,Class 1,995000,72.651484,1
BROOKLYN,TWO-FAMILY HOME,2,2067,2280,Class 1,1100000,57.150114,1
BROOKLYN,TWO-FAMILY HOME,2,2533,1831,Class 1,960000,82.643265,1
BROOKLYN,TWO-FAMILY HOME,2,3000,2036,Class 1,1200000,96.772032,1
BROOKLYN,TWO-FAMILY HOME,2,2733,2252,Class 1,980000,76.815868,1
BROOKLYN,TWO-FAMILY HOME,2,1958,1710,Class 1,865000,87.698059,1
BROOKLYN,TWO-FAMILY HOME,2,1700,2085,Class 1,919500,57.29258,1
BROOKLYN,TWO-FAMILY HOME,2,2100,1782,Class 1,587200,62.552854,1
BROOKLYN,TWO-FAMILY HOME,2,2200,2310,Class 1,562000,57.514498,1
BROOKLYN,TWO-FAMILY HOME,2,2000,2592,Class 1,1080000,87.4871,1
BROOKLYN,TWO-FAMILY HOME,2,2000,2736,Class 1,970000,87.640525,1
BROOKLYN,TWO-FAMILY HOME,2,2600,2016,Class 1,1150000,97.530936,1
BROOKLYN,TWO-FAMILY HOME,2,2000,2085,Class 1,650000,77.259703,1
BROOKLYN,TWO-FAMILY HOME,2,2167,1627,Class 1,600000,72.224087,1
BROOKLYN,TWO-FAMILY HOME,2,2158,1606,Class 1,775000,77.29258,1
BROOKLYN,TWO-FAMILY HOME,2,2600,3206,Class 1,1100000,77.276142,1
BROOKLYN,TWO-FAMILY HOME,2,4000,2472,Class 1,1119000,56.919977,1
BROOKLYN,TWO-FAMILY HOME,2,4000,2834,Class 1,1050000,87.607648,1
BROOKLYN,TWO-FAMILY HOME,2,2142,1652,Class 1,889000,71.898059,1
BROOKLYN,TWO-FAMILY HOME,2,2175,1736,Class 1,835000,72.635046,1
BROOKLYN,TWO-FAMILY HOME,2,2000,2812,Class 1,1068000,52.256963,1
BROOKLYN,TWO-FAMILY HOME,2,2000,2812,Class 1,178000,52.256963,1
BROOKLYN,TWO-FAMILY HOME,2,2000,2070,Class 1,725000,56.856963,1
BROOKLYN,TWO-FAMILY HOME,2,4000,2372,Class 1,1135000,86.744635,1
BROOKLYN,TWO-FAMILY HOME,2,1270,2000,Class 1,885000,92.49258,2
BROOKLYN,TWO-FAMILY HOME,2,2500,1827,Class 1,880000,106.870669,1
BROOKLYN,TWO-FAMILY HOME,2,2090,1905,Class 1,300000,82.046005,1
BROOKLYN,TWO-FAMILY HOME,2,1890,1643,Class 1,705000,81.859703,1
BROOKLYN,TWO-FAMILY HOME,2,2000,2080,Class 1,750000,87.48984,1
BROOKLYN,TWO-FAMILY HOME,2,2200,1809,Class 1,725000,87.602169,1
BROOKLYN,OVER-THREE FAMILY HOME,3,2533,2720,Class 1,405700,86.974772,1
BROOKLYN,OVER-THREE FAMILY HOME,3,2000,2952,Class 1,980000,77.172032,1
BROOKLYN,OVER-THREE FAMILY HOME,3,2000,2812,Class 1,999000,52.651484,1
BROOKLYN,OVER-THREE FAMILY HOME,3,2000,2354,Class 1,790000,92.133676,1
BROOKLYN,TWO-FAMILY HOME,2,1896,1536,Class 1,573000,87.276142,1
BROOKLYN,TWO-FAMILY HOME,2,2000,2240,Class 1,430000,56.725457,1
BROOKLYN,TWO-FAMILY HOME,2,1775,1012,Class 1,428000,97.478881,1
BROOKLYN,TWO-FAMILY HOME,2,1967,2180,Class 1,725000,87.073402,1
BROOKLYN,TWO-FAMILY HOME,2,2000,1440,Class 1,330000,92.572032,1
BROOKLYN,TWO-FAMILY HOME,2,1780,2420,Class 1,572000,61.728196,1
BROOKLYN,TWO-FAMILY HOME,2,2000,1760,Class 1,600000,97.319977,1
BROOKLYN,TWO-FAMILY HOME,2,2000,1760,Class 1,580000,67.152854,1
BROOKLYN,TWO-FAMILY HOME,2,2760,2130,Class 1,470000,96.941895,1
BROOKLYN,TWO-FAMILY HOME,2,2000,1450,Class 1,531000,61.854224,1
BROOKLYN,TWO-FAMILY HOME,2,4000,2500,Class 1,830000,66.752854,1
BROOKLYN,TWO-FAMILY HOME,2,2000,1760,Class 1,250000,62.358333,1
BROOKLYN,TWO-FAMILY HOME,2,2000,1540,Class 1,578000,67.500799,1
BROOKLYN,TWO-FAMILY HOME,2,2000,1560,Class 1,375000,56.919977,1
BROOKLYN,TWO-FAMILY HOME,2,2483,1510,Class 1,699000,57.509018,1
BROOKLYN,TWO-FAMILY HOME,2,1967,1510,Class 1,440000,57.667922,1
BROOKLYN,TWO-FAMILY HOME,2,2150,1696,Class 1,505000,57.322717,1
BROOKLYN,TWO-FAMILY HOME,2,2000,1880,Class 1,365000,72.500799,1
BROOKLYN,TWO-FAMILY HOME,2,2000,1659,Class 1,500000,57.333676,1
BROOKLYN,TWO-FAMILY HOME,2,2000,1659,Class 1,610000,57.582991,1
BROOKLYN,TWO-FAMILY HOME,2,2000,1912,Class 1,515000,56.741895,1
BROOKLYN,TWO-FAMILY HOME,2,2058,1757,Class 1,510000,57.522717,1
BROOKLYN,TWO-FAMILY HOME,2,2058,1540,Class 1,450000,77.350114,1
BROOKLYN,TWO-FAMILY HOME,2,2800,1980,Class 1,635000,91.881621,1
BROOKLYN,TWO-FAMILY HOME,2,1783,2108,Class 1,710700,51.700799,1
BROOKLYN,TWO-FAMILY HOME,2,2000,2520,Class 1,640000,51.873402,1
BROOKLYN,TWO-FAMILY HOME,2,1983,1748,Class 1,630000,57.437785,1
BROOKLYN,TWO-FAMILY HOME,2,1983,1330,Class 1,600000,57.273402,1
BROOKLYN,TWO-FAMILY HOME,2,2500,2250,Class 1,730000,56.719977,1
BROOKLYN,TWO-FAMILY HOME,2,2500,2250,Class 1,820000,57.681621,1
BROOKLYN,OVER-THREE FAMILY HOME,3,2083,3280,Class 1,590000,46.843265,2
BROOKLYN,OVER-THREE FAMILY HOME,3,2083,3280,Class 1,350000,47.599429,2
BROOKLYN,OVER-THREE FAMILY HOME,3,2500,2760,Class 1,900000,57.435046,1
BROOKLYN,OVER-THREE FAMILY HOME,3,2200,3164,Class 1,855000,51.739155,1
BROOKLYN,TWO-FAMILY HOME,2,2000,3320,Class 1,260000,118.56656,2
BROOKLYN,OVER-THREE FAMILY HOME,3,2200,3256,Class 1,816666,30.843265,1
BROOKLYN,TWO-FAMILY HOME,2,1427,1736,Class 1,900000,107.081628,1
BROOKLYN,TWO-FAMILY HOME,2,1667,2110,Class 1,700000,106.930943,1
BROOKLYN,TWO-FAMILY HOME,2,1850,1356,Class 1,1150000,117.991217,1
BROOKLYN,TWO-FAMILY HOME,2,2096,2304,Class 1,700000,118.528203,1
BROOKLYN,TWO-FAMILY HOME,2,2096,2304,Class 1,999999,118.243272,1
BROOKLYN,TWO-FAMILY HOME,2,1710,1824,Class 1,263692,116.643272,1
BROOKLYN,OVER-THREE FAMILY HOME,3,2000,2781,Class 1,101000,118.16656,1
BROOKLYN,OVER-THREE FAMILY HOME,3,1733,2104,Class 1,431838,118.16656,1
BROOKLYN,OVER-THREE FAMILY HOME,3,2451,2760,Class 1,549000,117.870669,1
BROOKLYN,OVER-THREE FAMILY HOME,3,1605,2278,Class 1,385000,118.319984,1
BROOKLYN,OVER-THREE FAMILY HOME,3,1652,2250,Class 1,999990,118.607656,1
BROOKLYN,OVER-THREE FAMILY HOME,3,1600,1510,Class 1,1121560,118.626834,1
BROOKLYN,OVER-THREE FAMILY HOME,4,2500,4000,Class 2,400000,86.026826,2
BROOKLYN,TWO-FAMILY HOME,2,3010,1922,Class 1,565000,87.122717,1
BROOKLYN,TWO-FAMILY HOME,2,2467,1940,Class 1,410000,57.514498,1
BROOKLYN,TWO-FAMILY HOME,2,3000,1976,Class 1,690000,86.89258,1
BROOKLYN,TWO-FAMILY HOME,2,3000,1776,Class 1,636406,10.722717,1
BROOKLYN,TWO-FAMILY HOME,2,2600,1739,Class 1,550000,77.136416,1
BROOKLYN,TWO-FAMILY HOME,2,2300,1728,Class 1,490000,57.580251,1
BROOKLYN,TWO-FAMILY HOME,2,3000,2305,Class 1,725000,82.596689,1
BROOKLYN,TWO-FAMILY HOME,2,3000,2305,Class 1,250000,82.213128,1
BROOKLYN,TWO-FAMILY HOME,2,3600,2368,Class 1,350000,87.602169,1
BROOKLYN,TWO-FAMILY HOME,2,6000,2458,Class 1,790000,87.314498,1
BROOKLYN,TWO-FAMILY HOME,2,6000,2080,Class 1,700000,86.824087,1
BROOKLYN,TWO-FAMILY HOME,2,3000,2440,Class 1,678000,97.229566,1
BROOKLYN,TWO-FAMILY HOME,2,5000,2282,Class 1,900000,92.646005,1
BROOKLYN,TWO-FAMILY HOME,2,2973,1808,Class 1,665000,87.369292,1
BROOKLYN,TWO-FAMILY HOME,2,3816,2103,Class 1,760000,87.215868,1
BROOKLYN,TWO-FAMILY HOME,2,3000,2057,Class 1,375000,51.796689,1
BROOKLYN,OVER-THREE FAMILY HOME,3,4000,2968,Class 1,670844,92.437785,1
BROOKLYN,OVER-THREE FAMILY HOME,3,3000,2282,Class 1,690000,116.396697,1
BROOKLYN,TWO-FAMILY HOME,2,2000,2400,Class 1,1100000,56.774772,1
BROOKLYN,TWO-FAMILY HOME,2,2200,1729,Class 1,860000,71.829566,1
BROOKLYN,TWO-FAMILY HOME,2,2400,1944,Class 1,1150000,92.514498,1
BROOKLYN,TWO-FAMILY HOME,2,2938,1344,Class 1,808000,91.939155,1
BROOKLYN,TWO-FAMILY HOME,2,3000,2480,Class 1,900000,92.224087,1
BROOKLYN,TWO-FAMILY HOME,2,2700,2480,Class 1,980000,91.854224,1
BROOKLYN,TWO-FAMILY HOME,2,1656,1890,Class 1,972000,82.415868,1
BROOKLYN,TWO-FAMILY HOME,2,1800,2113,Class 1,870000,77.522717,1
BROOKLYN,TWO-FAMILY HOME,2,1800,2113,Class 1,880000,77.585731,1
BROOKLYN,TWO-FAMILY HOME,2,1800,2113,Class 1,730000,77.021347,1
BROOKLYN,TWO-FAMILY HOME,2,3043,2544,Class 1,1100000,76.835046,1
BROOKLYN,TWO-FAMILY HOME,2,2450,2640,Class 1,999999,91.854224,1
BROOKLYN,TWO-FAMILY HOME,2,1800,1116,Class 1,275000,67.021347,1
BROOKLYN,TWO-FAMILY HOME,2,1800,1863,Class 1,680000,66.878881,1
BROOKLYN,TWO-FAMILY HOME,2,1800,1863,Class 1,535000,67.306279,1
BROOKLYN,TWO-FAMILY HOME,2,2000,1631,Class 1,815000,77.637785,1
BROOKLYN,TWO-FAMILY HOME,2,1800,2942,Class 1,800000,92.161073,2
BROOKLYN,TWO-FAMILY HOME,2,2200,946,Class 1,730000,72.59121,1
BROOKLYN,TWO-FAMILY HOME,2,4000,2045,Class 1,1137500,97.670662,1
BROOKLYN,TWO-FAMILY HOME,2,2233,2154,Class 1,825000,56.974772,1
BROOKLYN,TWO-FAMILY HOME,2,1800,1890,Class 1,860000,56.950114,1
BROOKLYN,TWO-FAMILY HOME,2,2000,1955,Class 1,815000,82.314498,1
BROOKLYN,TWO-FAMILY HOME,2,2000,2180,Class 1,935000,82.618607,1
BROOKLYN,TWO-FAMILY HOME,2,2000,2488,Class 1,758000,81.777511,1
BROOKLYN,TWO-FAMILY HOME,2,2000,2200,Class 1,790000,76.966553,1
BROOKLYN,TWO-FAMILY HOME,2,1600,1592,Class 1,670000,76.941895,1
BROOKLYN,TWO-FAMILY HOME,2,2328,2128,Class 1,770000,77.363813,1
BROOKLYN,TWO-FAMILY HOME,2,3000,1980,Class 1,775000,86.840525,1
BROOKLYN,TWO-FAMILY HOME,2,3000,1964,Class 1,1125000,87.265183,1
BROOKLYN,TWO-FAMILY HOME,2,1800,1939,Class 1,845000,56.873402,1
BROOKLYN,TWO-FAMILY HOME,2,1800,1939,Class 1,875000,57.218607,1
BROOKLYN,TWO-FAMILY HOME,2,1800,1939,Class 1,600000,57.509018,1
BROOKLYN,TWO-FAMILY HOME,2,2000,2116,Class 1,955000,97.443265,1
BROOKLYN,TWO-FAMILY HOME,2,1438,1368,Class 1,425000,92.363813,1
BROOKLYN,TWO-FAMILY HOME,2,2200,1827,Class 1,759000,76.906279,1
BROOKLYN,TWO-FAMILY HOME,2,2200,1827,Class 1,930000,76.829566,1
BROOKLYN,TWO-FAMILY HOME,2,2275,1786,Class 1,700000,87.243265,1
BROOKLYN,TWO-FAMILY HOME,2,2500,2280,Class 1,1180000,91.796689,1
BROOKLYN,TWO-FAMILY HOME,2,2917,1840,Class 1,815000,87.566553,1
BROOKLYN,TWO-FAMILY HOME,2,2000,2249,Class 1,830000,76.873402,1
BROOKLYN,TWO-FAMILY HOME,2,3200,1967,Class 1,880000,77.317237,1
BROOKLYN,TWO-FAMILY HOME,2,2200,1890,Class 1,860000,77.29258,1
BROOKLYN,TWO-FAMILY HOME,2,2600,2054,Class 1,803000,66.714498,1
BROOKLYN,TWO-FAMILY HOME,2,2200,2024,Class 1,779000,66.730936,1
BROOKLYN,TWO-FAMILY HOME,2,2183,1928,Class 1,945000,67.632306,1
BROOKLYN,TWO-FAMILY HOME,2,1992,1592,Class 1,790000,82.69532,1
BROOKLYN,TWO-FAMILY HOME,2,2650,2376,Class 1,999000,81.837785,1
BROOKLYN,TWO-FAMILY HOME,2,2000,1540,Class 1,485000,62.076142,1
BROOKLYN,TWO-FAMILY HOME,2,1983,1400,Class 1,570000,62.218607,1
BROOKLYN,TWO-FAMILY HOME,2,2042,1400,Class 1,695000,61.804909,1
BROOKLYN,TWO-FAMILY HOME,2,2342,2340,Class 1,700000,56.854224,1
BROOKLYN,TWO-FAMILY HOME,2,2200,1854,Class 1,738000,87.125457,1
BROOKLYN,TWO-FAMILY HOME,2,2625,2160,Class 1,980000,86.780251,1
BROOKLYN,TWO-FAMILY HOME,2,2625,2160,Class 1,1150000,87.399429,1
BROOKLYN,TWO-FAMILY HOME,2,2550,1976,Class 1,925000,87.336416,1
BROOKLYN,TWO-FAMILY HOME,2,2000,2280,Class 1,862888,62.067922,1
BROOKLYN,TWO-FAMILY HOME,2,2200,2072,Class 1,890000,72.166553,1
BROOKLYN,TWO-FAMILY HOME,2,2200,2126,Class 1,860000,76.854224,1
BROOKLYN,TWO-FAMILY HOME,2,2200,1771,Class 1,715000,76.89258,1
BROOKLYN,TWO-FAMILY HOME,2,2533,2244,Class 1,625000,61.873402,1
BROOKLYN,TWO-FAMILY HOME,2,2000,2440,Class 1,610000,61.933676,1
BROOKLYN,TWO-FAMILY HOME,2,2000,2244,Class 1,740000,61.977511,1
BROOKLYN,TWO-FAMILY HOME,2,2000,2265,Class 1,750000,62.574772,1
BROOKLYN,TWO-FAMILY HOME,2,2000,2265,Class 1,675000,62.352854,1
BROOKLYN,TWO-FAMILY HOME,2,2000,2265,Class 1,770000,62.298059,1
BROOKLYN,TWO-FAMILY HOME,2,2000,2265,Class 1,360000,61.739155,1
BROOKLYN,TWO-FAMILY HOME,2,2000,1760,Class 1,450000,62.152854,1
BROOKLYN,TWO-FAMILY HOME,2,2000,2540,Class 1,798000,57.185731,1
BROOKLYN,TWO-FAMILY HOME,2,2150,2248,Class 1,930000,77.136416,1
BROOKLYN,TWO-FAMILY HOME,2,3125,2132,Class 1,380250,106.999436,1
BROOKLYN,TWO-FAMILY HOME,2,1650,1776,Class 1,850000,82.243265,1
BROOKLYN,TWO-FAMILY HOME,2,2138,1785,Class 1,680000,87.361073,1
BROOKLYN,TWO-FAMILY HOME,2,2183,1653,Class 1,805000,87.358333,1
BROOKLYN,TWO-FAMILY HOME,2,2300,2115,Class 1,888000,87.470662,1
BROOKLYN,TWO-FAMILY HOME,2,4500,2090,Class 1,990000,57.29258,1
BROOKLYN,TWO-FAMILY HOME,2,2467,2256,Class 1,725000,92.478881,1
BROOKLYN,TWO-FAMILY HOME,2,2500,2160,Class 1,460000,91.782991,1
BROOKLYN,TWO-FAMILY HOME,2,1867,1728,Class 1,705000,67.278881,1
BROOKLYN,TWO-FAMILY HOME,2,1992,1554,Class 1,830000,70.648744,1
BROOKLYN,TWO-FAMILY HOME,2,4450,1599,Class 1,840000,61.750114,1
BROOKLYN,TWO-FAMILY HOME,2,2000,1975,Class 1,927000,62.0871,1
BROOKLYN,TWO-FAMILY HOME,2,1992,2166,Class 1,960000,62.067922,1
BROOKLYN,TWO-FAMILY HOME,2,1520,1942,Class 1,680000,66.821347,1
BROOKLYN,TWO-FAMILY HOME,2,3000,2000,Class 1,710000,97.035046,1
BROOKLYN,TWO-FAMILY HOME,2,3000,1584,Class 1,830000,97.382991,1
BROOKLYN,TWO-FAMILY HOME,2,2200,1578,Class 1,750000,77.522717,1
BROOKLYN,TWO-FAMILY HOME,2,2200,1578,Class 1,894000,77.678881,1
BROOKLYN,TWO-FAMILY HOME,2,2333,2472,Class 1,990000,61.730936,1
BROOKLYN,TWO-FAMILY HOME,2,4000,1532,Class 1,800000,72.174772,1
BROOKLYN,TWO-FAMILY HOME,2,1520,1472,Class 1,800000,87.067922,1
BROOKLYN,TWO-FAMILY HOME,2,3090,2264,Class 1,995000,86.843265,1
